gene_id	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
ENSG00000000003	215	335	363	221	1931	2345	1335	1463	5918	1009	1419	4945
ENSG00000000005	0	0	0	0	0	0	1	1	3	0	0	1
ENSG00000000419	332	467	552	345	3252	2798	576	301	2078	370	436	1285
ENSG00000000457	70	107	115	65	654	724	156	235	962	304	342	1460
ENSG00000000460	17	33	37	31	140	160	64	57	244	86	91	455
ENSG00000000938	1	1	1	0	8	9	0	0	11	0	4	1
ENSG00000000971	207	385	480	340	1945	2825	5068	4807	12289	5594	5838	42751
ENSG00000001036	619	1054	1338	834	5318	4247	1780	2074	10093	2115	2874	7144
ENSG00000001084	152	280	233	158	1119	1801	732	948	4194	867	1088	4271
ENSG00000001167	194	210	282	182	1794	1465	574	532	2063	747	742	3662
ENSG00000001460	81	85	134	95	580	668	183	250	1014	245	261	868
ENSG00000001461	429	647	1167	800	3649	3820	1624	1139	4094	796	879	5490
ENSG00000001497	245	423	493	306	2351	2407	887	758	2953	1369	1342	7040
ENSG00000001561	11	19	142	117	98	1116	398	683	2729	536	597	2544
ENSG00000001617	169	240	449	377	1286	2097	2628	1258	4267	1392	1500	5767
ENSG00000001626	0	1	0	3	3	2	9	28	33	63	43	488
ENSG00000001629	805	1193	1417	961	6915	5498	1370	1332	5754	1607	1586	7795
ENSG00000001630	92	145	134	103	1017	731	62	483	720	388	393	1441
ENSG00000001631	288	494	548	323	2880	2685	530	618	2046	850	828	3793
ENSG00000002016	90	157	152	90	1195	1383	389	265	697	646	616	2679
ENSG00000002079	0	0	0	0	3	1	1	1	71	8	9	33
ENSG00000002330	207	326	331	241	1462	1755	365	306	2385	237	302	868
ENSG00000002549	431	786	901	591	4290	3958	681	643	14777	596	709	2657
ENSG00000002586	8305	11381	13440	9501	78711	61704	3533	1431	11223	2034	2517	7278
ENSG00000002587	0	0	0	0	0	0	63	12	211	7	9	126
ENSG00000002726	0	2	0	0	2	1	5	1	9	1	1	7
ENSG00000002745	2	2	7	3	31	0	0	0	0	0	0	0
ENSG00000002746	43	73	85	63	408	439	76	8	197	1	2	32
ENSG00000002822	264	442	412	331	2234	1570	566	455	1452	447	458	1791
ENSG00000002834	5082	7599	8441	6208	40369	24658	2022	2534	11249	3417	3824	11857
ENSG00000002919	171	217	266	161	1444	1568	358	268	1720	327	381	1294
ENSG00000002933	1	21	2	0	32	43	907	2320	8261	484	621	1322
ENSG00000003056	473	748	894	665	4138	5478	1052	506	2586	708	702	4622
ENSG00000003096	4	2	1	0	9	2	171	159	574	104	117	526
ENSG00000003137	65	444	889	613	895	4707	13	50	1982	109	86	94
ENSG00000003147	3	9	0	0	54	2	390	299	383	344	452	1925
ENSG00000003249	10	12	6	1	61	37	301	171	860	75	77	333
ENSG00000003393	292	491	556	393	2965	2909	2042	1185	4309	2472	2389	11782
ENSG00000003400	45	53	40	26	568	341	3	6	68	9	21	43
ENSG00000003402	487	1098	1243	925	5580	6322	1396	3142	9431	4446	4199	15943
ENSG00000003436	170	421	502	341	1805	2721	2	21	939	19	23	48
ENSG00000003509	107	239	175	149	1340	1246	391	307	988	640	725	3170
ENSG00000003756	664	1397	1183	715	8867	9237	2856	3000	7986	6138	6435	37092
ENSG00000003987	6	13	12	11	103	79	36	127	431	139	138	850
ENSG00000003989	4	0	1	0	2	0	170	6691	16746	3159	3689	19717
ENSG00000004059	858	1381	1254	919	7789	5681	1462	944	5194	947	1142	4102
ENSG00000004139	77	169	115	113	692	529	280	414	1075	342	319	2632
ENSG00000004142	764	1221	1391	954	6968	5837	1428	1236	8415	1174	1300	4357
ENSG00000004399	2881	5510	3606	2846	21750	15727	7206	1913	8040	4452	4255	18689
ENSG00000004455	487	864	916	590	5391	4078	882	720	4544	1231	1427	5806
ENSG00000004468	0	1	2	0	1	3	4	3	119	2	3	15
ENSG00000004478	342	372	523	381	2629	3064	1087	1137	5623	1442	1759	4384
ENSG00000004487	710	1156	1199	857	6251	5637	2081	1356	4940	2053	2245	9193
ENSG00000004534	1048	1755	1744	1108	12604	15637	2463	2865	7174	7687	8917	36273
ENSG00000004660	76	201	266	199	771	392	58	50	883	112	110	349
ENSG00000004700	447	789	911	562	4186	3161	444	183	902	318	256	1663
ENSG00000004766	153	190	217	147	1257	1982	403	405	1141	529	595	2483
ENSG00000004776	1403	1765	2019	1553	10176	4266	57	303	685	103	89	362
ENSG00000004777	85	155	150	110	848	636	248	447	1729	1039	785	5181
ENSG00000004779	210	351	390	265	2096	2624	520	407	3078	444	607	1290
ENSG00000004799	2	10	14	8	17	67	101	492	3941	293	340	1100
ENSG00000004809	0	0	0	0	0	0	0	3	5	0	1	0
ENSG00000004838	3	25	10	12	46	39	5	8	479	15	16	92
ENSG00000004846	0	0	0	0	1	5	574	2520	267	857	635	13459
ENSG00000004848	0	0	0	0	0	0	0	0	22	2	3	2
ENSG00000004864	49	108	175	106	494	978	651	754	3355	1107	1267	4172
ENSG00000004866	110	234	273	192	1044	1142	151	208	921	161	202	742
ENSG00000004897	595	940	1152	750	5336	4349	848	656	3619	851	968	3964
ENSG00000004939	0	0	0	0	5	20	1	0	19	0	0	14
ENSG00000004948	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000004961	230	313	439	248	2088	2203	511	284	2080	282	386	1126
ENSG00000004975	448	849	889	652	4255	6115	1396	1500	4521	1681	1727	8842
ENSG00000005001	0	0	0	0	0	0	1	1	0	13	11	9
ENSG00000005007	1256	2216	1649	1235	10900	9590	2897	2346	11073	2735	3016	11686
ENSG00000005020	294	378	589	379	2379	2635	119	60	601	41	46	256
ENSG00000005022	619	1023	1469	938	5496	7366	1594	1534	7474	1869	2128	5528
ENSG00000005059	152	243	301	201	1657	1023	248	111	1560	329	422	756
ENSG00000005073	124	191	188	132	1130	1103	0	0	9	0	0	0
ENSG00000005075	141	267	273	218	1471	1617	328	241	1702	227	293	843
ENSG00000005100	185	321	349	256	1741	1787	687	570	2730	884	842	3833
ENSG00000005102	0	0	3	0	3	2	0	0	1	0	2	2
ENSG00000005108	2	1	0	1	5	21	10	113	864	156	157	2294
ENSG00000005156	196	232	256	180	1792	1161	395	525	2179	711	580	3436
ENSG00000005175	218	284	414	296	1803	1460	495	292	1681	411	482	1631
ENSG00000005187	0	6	0	0	25	12	1	7	13	3	8	37
ENSG00000005189	30	58	52	46	270	143	28	29	307	72	80	366
ENSG00000005194	194	351	376	247	1914	2427	729	481	3010	623	761	2905
ENSG00000005206	519	1067	770	649	5319	5082	1154	2129	3961	2841	2863	16063
ENSG00000005238	394	544	629	486	3637	2907	1265	378	1779	582	587	3064
ENSG00000005243	1331	1923	1896	1369	11966	7283	270	165	1647	195	222	675
ENSG00000005249	24	41	51	35	245	281	42	261	1154	222	279	724
ENSG00000005302	267	429	447	304	2296	2417	475	218	1040	478	480	2819
ENSG00000005339	789	1673	1425	1116	8765	8683	1874	2595	10004	2642	2520	15545
ENSG00000005379	169	314	128	77	2082	1345	1433	2948	5886	3944	3761	23898
ENSG00000005381	0	1	0	0	3	3	0	2	0	0	0	6
ENSG00000005421	0	0	0	0	0	0	1	0	8	3	1	9
ENSG00000005436	63	153	183	115	680	858	263	286	1120	520	628	2278
ENSG00000005448	119	167	166	104	995	659	243	228	1219	355	378	1514
ENSG00000005469	139	233	227	162	1370	1316	874	467	2119	446	463	2281
ENSG00000005471	22	49	12	0	312	241	86	12	360	29	23	161
ENSG00000005483	432	753	733	516	4817	4058	1695	1917	7132	2387	2592	13174
ENSG00000005486	475	967	682	471	3637	3075	1589	2846	11954	1695	2174	6704
ENSG00000005513	2	11	8	10	24	0	713	1355	8346	2080	2294	11960
ENSG00000005700	832	1100	1359	913	7125	5045	1255	1288	5459	1711	1859	8434
ENSG00000005801	59	108	110	53	687	811	587	288	1468	589	705	2332
ENSG00000005810	640	1581	1740	1472	5889	10984	985	868	4793	1116	1177	6057
ENSG00000005812	378	515	746	490	2909	3150	405	394	2110	407	483	1935
ENSG00000005844	0	2	1	0	10	6	0	0	10	0	0	3
ENSG00000005882	180	379	303	218	1370	1618	571	779	4308	607	677	2452
ENSG00000005884	1105	1568	1676	1277	8422	6066	25892	5099	12174	11943	12117	64288
ENSG00000005889	458	678	519	385	5325	3168	686	897	4454	768	746	4404
ENSG00000005893	1585	2587	3201	2149	13870	20480	3802	7156	26230	4738	6066	23370
ENSG00000005961	2	2	0	0	17	18	13	141	395	121	116	513
ENSG00000005981	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000006007	671	1186	1114	819	4860	5115	1621	1256	4493	879	1176	3812
ENSG00000006015	271	489	406	262	2721	2757	579	659	2952	866	1081	3636
ENSG00000006016	460	927	322	234	3496	431	1296	28	476	22	35	120
ENSG00000006025	100	187	112	67	1098	760	670	475	1058	927	886	5039
ENSG00000006042	848	1592	1921	1342	7767	10025	5525	35207	59930	40419	42792	232824
ENSG00000006047	0	0	0	0	1	0	3	73	133	62	73	188
ENSG00000006059	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000006062	57	85	128	74	729	736	129	263	1419	251	254	1253
ENSG00000006071	0	0	0	0	0	0	0	0	134	2	2	7
ENSG00000006116	0	0	0	0	0	0	0	0	249	1	0	0
ENSG00000006118	359	631	265	198	2990	2831	11760	20658	59867	20437	20755	95081
ENSG00000006125	2089	2971	3256	2311	15780	11755	4786	4646	18744	4283	5148	14353
ENSG00000006128	0	0	4	1	0	63	0	0	16	0	0	0
ENSG00000006194	239	477	420	306	2116	2127	617	649	3008	817	955	4042
ENSG00000006210	0	0	0	1	1	0	2	88	6273	34	44	71
ENSG00000006282	1063	1659	1246	898	9157	6229	1973	5412	14545	4189	4726	20127
ENSG00000006283	12	41	56	40	132	155	1	8	1121	1	2	12
ENSG00000006327	1898	2645	3776	2815	18234	12803	6697	307	7003	848	1081	4099
ENSG00000006377	1	0	0	0	0	0	0	0	3	0	0	0
ENSG00000006432	5	3	6	5	18	41	655	544	2662	958	870	3648
ENSG00000006451	639	810	955	611	5744	5416	569	325	2687	346	471	1248
ENSG00000006453	155	144	93	66	1441	663	759	257	987	369	400	1480
ENSG00000006459	133	299	249	183	1280	1464	214	193	1362	267	282	1397
ENSG00000006468	79	110	156	98	654	606	990	29	756	143	197	648
ENSG00000006530	146	233	244	189	1354	1224	530	513	2426	706	849	3422
ENSG00000006534	575	1217	1748	1355	4867	5341	503	2351	2428	4347	4513	21915
ENSG00000006555	0	0	1	0	0	0	0	3	8	1	1	4
ENSG00000006576	319	557	812	536	2847	3034	697	671	1943	1089	1177	4829
ENSG00000006606	0	0	3	1	13	1	6	0	2	4	0	8
ENSG00000006607	404	693	814	530	3260	2796	295	449	2150	532	598	2993
ENSG00000006611	0	0	1	0	0	0	0	8	34	5	4	19
ENSG00000006625	110	202	189	132	829	1156	228	119	767	197	238	698
ENSG00000006634	43	54	84	46	408	221	57	54	309	141	167	577
ENSG00000006638	43	65	61	43	437	219	12	19	52	22	25	59
ENSG00000006652	375	466	574	317	3770	7664	1190	1231	8128	1719	1979	6470
ENSG00000006695	98	148	177	123	801	667	198	186	979	173	181	657
ENSG00000006704	187	356	287	188	1503	1725	1260	1800	5495	2975	3068	11015
ENSG00000006712	481	796	846	634	4415	4276	1685	1104	5690	1277	1518	4705
ENSG00000006715	472	742	747	482	3733	4688	1681	3345	9066	3433	3763	13571
ENSG00000006740	19	39	30	22	207	112	147	312	1669	302	369	1023
ENSG00000006744	442	779	973	676	4170	4518	1610	1077	4751	1447	1654	6756
ENSG00000006747	36	31	17	8	230	127	790	349	58	1927	1824	9785
ENSG00000006756	218	346	300	217	1971	1225	919	1041	3190	754	857	3427
ENSG00000006757	128	179	116	103	1099	519	273	378	2017	320	324	1142
ENSG00000006788	2	4	0	2	28	4	0	0	0	0	0	0
ENSG00000006831	687	1053	1160	745	5692	4909	836	3186	8905	1915	2450	7658
ENSG00000006837	2	10	5	3	48	109	14	13	47	20	19	96
ENSG00000007001	0	0	1	0	1	3	2	5	56	11	16	35
ENSG00000007038	1	1	0	0	3	0	0	0	0	0	0	0
ENSG00000007047	471	975	917	751	4093	4049	1205	995	5105	1150	1171	3648
ENSG00000007062	1	1	0	0	3	0	129	790	5684	360	376	1876
ENSG00000007080	597	828	807	646	5185	4959	1442	1003	5457	915	1276	3140
ENSG00000007129	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000007168	1405	2444	2818	1822	12381	11502	2461	2407	12239	2741	3045	11712
ENSG00000007171	0	0	0	0	0	2	3	14	65	8	4	25
ENSG00000007174	0	0	1	0	3	0	0	7	389	4	1	24
ENSG00000007202	1422	2640	2652	1880	9048	8557	3037	3257	9479	3234	3402	13795
ENSG00000007216	0	0	0	0	0	0	0	27	273	8	4	21
ENSG00000007237	470	977	596	458	3667	1526	2098	1136	12242	652	696	1806
ENSG00000007255	102	134	91	60	864	681	89	238	1524	203	246	930
ENSG00000007264	0	0	0	0	0	0	8	0	248	2	0	11
ENSG00000007312	0	1	1	0	6	23	1	102	325	28	32	136
ENSG00000007314	2	0	0	0	0	8	0	9	15	4	8	45
ENSG00000007341	82	129	208	153	799	906	276	224	845	309	359	1698
ENSG00000007350	0	0	0	0	0	0	0	2	77	0	1	0
ENSG00000007372	10	19	28	18	92	157	13749	4509	15220	4432	4267	44806
ENSG00000007376	140	275	246	227	1253	1336	448	368	1661	443	442	2021
ENSG00000007384	912	1961	1917	1397	8588	8117	1118	493	1828	1112	984	6475
ENSG00000007392	408	688	588	407	4416	5387	2293	1731	4587	4019	5143	18390
ENSG00000007402	5	13	5	3	55	42	84	178	2062	56	56	405
ENSG00000007516	1	2	2	4	21	16	26	28	1199	52	51	211
ENSG00000007520	440	647	702	553	3356	3545	627	526	3325	471	608	1665
ENSG00000007541	284	502	541	415	2503	3493	987	1084	3594	1638	1780	8244
ENSG00000007545	124	289	223	162	1349	1716	390	477	1680	859	906	3796
ENSG00000007866	580	1006	1028	737	5793	4196	1307	672	1670	1112	1176	6574
ENSG00000007908	0	0	0	0	0	0	19	0	0	0	0	0
ENSG00000007923	364	547	574	470	3026	2729	692	531	2304	743	643	3455
ENSG00000007933	1	0	1	0	2	53	0	0	0	0	0	0
ENSG00000007944	109	203	118	101	1110	969	1396	2392	4773	505	597	5598
ENSG00000007952	1	0	4	2	8	3	5	2	42	2	4	21
ENSG00000007968	8	22	20	18	83	29	3	2	5	42	38	185
ENSG00000008018	878	1145	1434	884	7182	6714	1879	1698	8796	1608	2212	5909
ENSG00000008056	14	27	8	10	94	29	37	33	874	38	38	160
ENSG00000008083	116	207	382	267	1219	1015	333	457	1284	538	531	2425
ENSG00000008086	117	105	105	89	910	431	183	148	1028	131	115	691
ENSG00000008118	8	3	0	0	30	0	0	1	10	3	0	11
ENSG00000008128	26	52	18	11	254	128	80	108	200	77	77	418
ENSG00000008130	476	897	1056	707	4792	5283	895	1375	5035	1889	2038	8179
ENSG00000008196	0	0	0	1	2	0	0	0	221	0	0	0
ENSG00000008226	1	4	2	3	29	14	2	71	165	105	119	482
ENSG00000008256	1118	2038	2041	1425	9472	12270	1019	907	3079	1201	1297	5574
ENSG00000008277	14	15	7	4	95	125	158	257	791	239	232	1935
ENSG00000008282	626	874	1337	775	5254	6145	1021	1023	3576	888	1053	3240
ENSG00000008283	586	870	829	591	4874	2638	375	770	5347	480	537	2123
ENSG00000008294	1132	1962	1941	1312	10294	9463	1901	4701	13064	3886	3858	33154
ENSG00000008300	33	64	74	43	328	224	412	96	1308	282	200	1551
ENSG00000008311	200	390	230	158	2522	1173	315	413	1080	1102	950	6266
ENSG00000008323	4	4	6	6	52	23	4	84	94	131	144	538
ENSG00000008324	61	97	107	75	562	548	179	127	1157	186	288	661
ENSG00000008382	64	105	122	99	615	543	213	384	1631	350	356	1154
ENSG00000008394	1118	1900	2654	1616	10509	12741	556	1128	8074	1287	1598	4554
ENSG00000008405	161	186	237	195	1334	1181	1293	490	4255	738	784	3315
ENSG00000008438	1	0	3	1	10	4	0	0	9	4	12	49
ENSG00000008441	6867	13073	12111	9298	59833	49705	6772	11607	37973	6325	6607	24730
ENSG00000008513	1037	1340	1029	780	8341	5522	467	634	3789	892	970	2783
ENSG00000008516	3	12	4	4	83	37	32	18	94	39	21	299
ENSG00000008517	15	40	60	46	133	216	422	75	1618	36	46	80
ENSG00000008710	1923	4314	3546	2555	22586	21870	1454	2147	12125	2805	2719	15022
ENSG00000008735	6	10	12	18	64	83	69	119	1912	95	101	549
ENSG00000008838	408	795	867	629	3745	4742	1924	1554	6481	2048	2210	10000
ENSG00000008853	190	329	345	257	1397	1537	603	1265	7965	1308	1652	3178
ENSG00000008869	192	358	321	240	2069	1899	640	835	2007	878	870	5355
ENSG00000008952	1266	1876	2513	1635	11742	11631	2237	2544	12879	1976	2524	10261
ENSG00000008988	2940	5129	6348	4007	29337	32876	4946	5080	26630	4858	6409	18964
ENSG00000009307	5252	8648	11546	7687	41696	43734	9459	8007	37869	8275	9705	37219
ENSG00000009335	1185	1819	2115	1410	9340	7409	1621	1674	6227	1714	1821	7183
ENSG00000009413	1051	2045	2330	1793	8779	8526	899	1719	6322	1961	1905	10482
ENSG00000009694	1	0	0	2	19	15	91	305	989	571	588	3808
ENSG00000009724	9	21	17	10	180	197	42	59	224	147	110	1174
ENSG00000009765	0	1	0	0	1	0	0	11	57	1	1	2
ENSG00000009780	88	129	178	97	859	1066	128	180	1331	272	282	1439
ENSG00000009790	0	1	0	0	3	15	0	0	14	2	10	12
ENSG00000009830	264	411	377	272	2336	2798	555	1130	3988	993	1131	4220
ENSG00000009844	462	669	882	548	3897	3577	1060	543	3055	655	767	2093
ENSG00000009950	0	3	10	8	8	363	3	263	398	579	611	497
ENSG00000009954	963	1619	1873	1323	8617	7176	1927	1889	9068	2040	2295	10257
ENSG00000010017	778	1276	1394	948	6451	6594	935	730	4404	902	1140	3129
ENSG00000010030	5	17	18	13	41	125	43	1	449	4	1	17
ENSG00000010072	83	109	163	86	749	791	288	156	938	197	175	921
ENSG00000010165	290	485	623	469	2687	3534	811	632	2311	728	775	3219
ENSG00000010219	131	174	177	100	1255	1110	244	275	1604	346	476	1402
ENSG00000010244	812	1360	1684	1012	8580	7842	2037	1784	8149	2921	3092	16564
ENSG00000010256	918	1297	1530	1069	7089	6197	2175	1789	9353	2104	2505	6699
ENSG00000010270	209	263	398	235	1742	1906	687	407	2697	482	578	1937
ENSG00000010278	274	345	90	62	2700	266	432	1667	7528	861	1034	3654
ENSG00000010282	0	0	0	0	2	0	0	178	17200	172	160	112
ENSG00000010292	399	715	774	567	3258	3026	963	744	2154	1220	1274	5341
ENSG00000010295	566	1232	1203	845	5501	6554	1253	1143	2344	1840	1958	10355
ENSG00000010310	14	17	9	14	185	77	13	63	109	328	376	614
ENSG00000010318	20	69	84	46	229	433	103	77	351	124	126	835
ENSG00000010319	3	4	2	0	10	7	1	4	21	7	4	29
ENSG00000010322	1369	2736	2208	1604	14133	12371	7158	7052	15389	9697	9471	53311
ENSG00000010327	6	3	1	0	38	16	17	20	55	12	11	51
ENSG00000010361	76	161	126	94	682	1057	298	450	2284	547	647	2528
ENSG00000010379	1	1	1	0	3	0	8	1008	17880	1038	1136	417
ENSG00000010404	492	1058	1392	935	4808	7234	2120	1070	8693	1392	1460	6449
ENSG00000010438	4	5	8	7	44	1	0	1	0	1	0	11
ENSG00000010539	52	76	97	46	377	465	212	149	724	196	263	990
ENSG00000010610	7	31	3	2	100	47	4	10	201	29	25	243
ENSG00000010626	33	88	94	58	398	578	141	127	1011	238	257	940
ENSG00000010671	0	0	0	0	2	12	1	7	23	2	8	35
ENSG00000010704	216	336	366	244	2062	1945	24	331	1896	360	335	1971
ENSG00000010803	339	620	690	513	3160	2893	541	717	3248	810	801	2522
ENSG00000010810	1181	2062	2307	1577	9834	7690	1703	1433	6965	1400	1439	4865
ENSG00000010818	515	933	1174	954	4297	3958	455	425	2649	377	411	1614
ENSG00000010932	2	17	3	0	47	56	42	147	94	8	11	172
ENSG00000011007	519	781	933	568	4785	3905	795	685	3960	807	966	3110
ENSG00000011009	178	307	258	213	1820	1536	954	508	2829	747	862	3181
ENSG00000011021	234	427	416	279	2785	3855	590	979	3233	1732	1610	8581
ENSG00000011028	13870	23846	17721	13280	113512	66058	2428	4384	8728	2538	3028	8153
ENSG00000011083	0	2	0	0	3	0	1	1	4	4	4	18
ENSG00000011105	531	1084	645	525	4694	3164	5685	6054	14388	4167	4858	25960
ENSG00000011114	360	590	668	446	3168	2683	1012	706	2792	1038	960	5025
ENSG00000011132	130	228	182	139	1145	1326	372	318	1262	584	536	2175
ENSG00000011143	83	141	116	73	858	863	313	322	969	496	502	2649
ENSG00000011198	130	241	343	221	1100	1535	212	198	1148	151	139	507
ENSG00000011201	0	0	0	1	1	0	2269	1007	2890	409	505	3921
ENSG00000011243	227	465	414	296	2100	2458	1135	1397	4716	1869	2047	10921
ENSG00000011258	120	228	205	132	1362	1339	672	571	1669	773	854	4064
ENSG00000011260	197	319	345	242	1636	1637	503	367	2166	501	564	1747
ENSG00000011275	642	1191	1190	862	5731	5210	1418	1477	6538	1218	1351	5153
ENSG00000011295	274	387	353	294	2583	2171	713	1113	4569	1217	1481	4735
ENSG00000011304	2330	4280	4726	3520	21407	17458	6422	5366	18755	6446	6681	29667
ENSG00000011332	17	26	31	23	175	69	21	10	341	38	45	182
ENSG00000011347	15	38	22	26	139	28	67	99	969	20	16	134
ENSG00000011376	181	239	359	265	1247	1532	410	546	2458	674	721	2783
ENSG00000011405	486	769	875	608	4100	3574	1476	1996	8080	2502	2324	12721
ENSG00000011422	253	498	704	505	2723	2134	279	27	221	112	119	390
ENSG00000011426	209	257	707	472	1542	846	78	45	68	347	374	1339
ENSG00000011451	1021	1752	1749	1356	8540	7371	1591	1307	5574	1583	1460	7020
ENSG00000011454	944	1574	2074	1362	9455	8589	2090	1807	6063	2329	2553	12179
ENSG00000011465	15490	54179	78762	50943	145637	197765	647	132	776	218	178	449
ENSG00000011478	152	198	129	115	1009	794	285	121	653	273	254	1025
ENSG00000011485	629	1222	1090	779	6584	4280	1105	1001	4682	1442	1642	5665
ENSG00000011523	150	367	306	261	1331	1392	587	709	2932	1019	991	3220
ENSG00000011566	245	329	395	281	2140	2610	889	722	2961	1428	1343	4948
ENSG00000011590	0	3	4	1	15	40	2	3	32	8	12	89
ENSG00000011600	0	0	0	1	0	0	0	0	6	0	0	0
ENSG00000011638	202	395	396	264	2014	3004	261	169	713	180	192	956
ENSG00000011677	0	0	0	0	0	0	0	0	377	3	2	1
ENSG00000012048	62	92	148	108	453	462	44	74	271	195	182	784
ENSG00000012061	526	980	901	756	5006	4738	906	788	3716	1271	1382	5291
ENSG00000012124	1	0	0	2	0	11	3	5	18	129	114	458
ENSG00000012171	459	732	629	500	4332	3838	7698	17958	30285	19098	23090	110829
ENSG00000012174	282	505	693	513	2353	2730	417	1107	2756	661	733	3072
ENSG00000012211	84	140	141	96	751	618	174	184	765	299	233	1002
ENSG00000012223	0	0	0	0	0	0	0	1	4	2	0	0
ENSG00000012232	870	1665	1292	954	6797	5022	2734	3307	8656	2082	2285	10212
ENSG00000012504	0	0	0	0	0	0	10	1	25	2	5	19
ENSG00000012660	1177	1937	1778	1169	9767	7104	2125	5205	15359	3851	4564	15028
ENSG00000012779	0	1	0	0	0	0	1259	105	484	211	240	738
ENSG00000012817	5	0	649	431	1	6165	4	0	9	4720	4928	24120
ENSG00000012822	1385	3023	3036	2054	14416	16734	4611	2940	9673	4795	4635	29615
ENSG00000012963	214	372	429	301	1562	1897	388	368	2013	400	489	1276
ENSG00000012983	990	1381	1435	962	9448	10073	1618	722	2966	1181	1254	7029
ENSG00000013016	419	596	424	328	3548	1686	705	904	5776	996	1064	2498
ENSG00000013275	576	934	1001	726	5204	5035	1822	1181	6081	1220	1480	4890
ENSG00000013288	1327	2472	2712	2008	9785	10609	3151	2285	8787	1819	1827	9468
ENSG00000013293	18	30	95	66	99	44	0	1	809	3	0	1
ENSG00000013297	3370	5736	11929	8369	30168	9525	57	12	358	22	12	88
ENSG00000013306	783	1051	1082	678	6163	6094	2239	1819	9261	2019	2296	7908
ENSG00000013364	2902	4710	5062	3655	22236	18932	3113	3218	11614	2557	2970	9408
ENSG00000013374	590	901	1072	738	4734	5103	1094	778	3844	1148	1154	4514
ENSG00000013375	742	1061	1133	769	6637	4200	706	643	2864	1128	1306	5144
ENSG00000013392	82	176	143	97	822	841	249	252	1182	469	551	2174
ENSG00000013441	284	1042	639	396	3606	4298	1507	1631	5207	2685	3325	14064
ENSG00000013503	136	199	206	181	1108	904	249	333	717	427	527	2016
ENSG00000013523	153	249	195	156	1333	1490	457	1005	3115	1057	1062	6394
ENSG00000013561	348	499	623	394	2825	3738	810	661	3296	589	696	2188
ENSG00000013563	40	87	114	75	476	419	277	342	1399	303	287	1568
ENSG00000013573	78	145	82	53	799	505	426	463	1143	565	518	3785
ENSG00000013583	562	883	1120	735	4271	6130	779	585	2591	469	631	1798
ENSG00000013588	123	427	175	141	1525	536	864	944	2254	528	655	3406
ENSG00000013619	619	1043	1519	1216	6252	7226	415	435	1603	375	437	1344
ENSG00000013725	0	0	0	0	0	0	1	1	26	1	3	1
ENSG00000013810	145	182	367	259	1100	971	170	210	805	687	586	2256
ENSG00000014123	459	518	614	385	3620	2463	546	436	2299	730	736	3399
ENSG00000014138	67	149	161	147	583	525	169	87	443	220	237	962
ENSG00000014164	242	429	385	263	1945	1626	446	611	2075	654	614	2805
ENSG00000014216	1735	2767	2474	1799	12540	8833	2537	1980	6948	1920	2041	8232
ENSG00000014257	0	0	1	1	0	0	1	20	100	9	3	31
ENSG00000014641	696	923	1147	693	5903	6242	1676	1502	8666	1515	1969	5007
ENSG00000014824	637	868	1099	710	4780	4199	1053	1272	6599	1315	1656	5577
ENSG00000014914	132	208	233	167	1566	1249	342	169	908	265	257	1944
ENSG00000014919	217	365	294	249	2149	2021	567	557	2695	770	914	4281
ENSG00000015133	0	0	1	5	18	22	212	40	1186	194	168	947
ENSG00000015153	107	162	246	177	965	1027	240	172	1358	237	294	813
ENSG00000015171	932	1567	2026	1363	8583	8502	2394	2172	10020	2242	2321	9071
ENSG00000015285	2	1	4	1	50	19	12	7	45	14	22	66
ENSG00000015413	0	1	0	0	3	28	0	0	50	0	0	0
ENSG00000015475	110	217	295	221	1126	872	687	678	2177	598	863	3329
ENSG00000015479	12	28	22	14	160	268	132	67	260	298	212	1677
ENSG00000015520	0	0	0	0	0	2	0	0	4	0	0	1
ENSG00000015532	490	711	727	553	3971	3073	800	1344	4427	1680	1762	5680
ENSG00000015568	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000015592	0	0	0	0	0	0	0	1	1202	3	2	0
ENSG00000015676	718	1214	1063	747	5878	5444	1512	1726	6675	1528	1640	5903
ENSG00000016082	1	0	0	0	2	0	0	0	817	0	0	0
ENSG00000016391	18	49	209	126	140	258	163	1688	3472	1184	1228	4341
ENSG00000016402	12	40	18	10	106	86	8	112	168	89	102	407
ENSG00000016490	0	0	0	0	2	0	0	0	0	1	0	0
ENSG00000016864	852	1402	1422	896	7997	6870	1462	1156	4319	1325	1678	5603
ENSG00000017260	1106	1673	1765	1207	10168	8615	2227	5178	15421	4732	5448	21821
ENSG00000017427	4	12	7	3	40	63	4	2	42	0	0	1
ENSG00000017483	222	258	359	328	1910	1115	24	8	259	30	29	79
ENSG00000017797	821	1216	1545	1020	7233	5916	1018	811	4054	883	1007	2960
ENSG00000018189	257	531	492	365	3561	3825	990	1488	6101	2653	2492	15583
ENSG00000018236	7	7	3	5	99	34	1378	9767	9016	3337	3565	28784
ENSG00000018280	2	4	1	3	34	39	4	5	30	8	7	21
ENSG00000018408	894	1745	1443	966	7619	7586	1765	4388	22929	3301	3884	14385
